Prompt,Field,Type,Constraint
2011-05-31 00:00:00,quotadate,timestamp without time zone,PRIMARY KEY
460000,salesquota,numeric,CHECK
fcef2af1-6183-41b3-a04f-2ead88389267,rowguid,uuid,None
2011-04-16 00:00:00,modifieddate,timestamp without time zone,None
85,businessentityid,integer,PRIMARY KEY
730-555-0117,phonenumber,character varying,PRIMARY KEY
1,phonenumbertypeid,integer,PRIMARY KEY
2009-12-04 00:00:00,modifieddate,timestamp without time zone,None
10,purchaseorderid,integer,PRIMARY KEY
4,revisionnumber,smallint,None
4,status,smallint,CHECK
250,employeeid,integer,None
1602,vendorid,integer,None
5,shipmethodid,integer,None
2011-12-14 00:00:00,orderdate,timestamp without time zone,CHECK
2011-12-23 00:00:00,shipdate,timestamp without time zone,CHECK
1796.0355,subtotal,numeric,CHECK
143.6828,taxamt,numeric,CHECK
44.9009,freight,numeric,CHECK
2011-12-23 00:00:00,modifieddate,timestamp without time zone,None
289,businessentityid,integer,PRIMARY KEY
2014-03-01 00:00:00,quotadate,timestamp without time zone,PRIMARY KEY
1329000,salesquota,numeric,CHECK
15be4c16-782c-40fd-861f-dd85cdebca83,rowguid,uuid,None
2014-01-15 00:00:00,modifieddate,timestamp without time zone,None
48,businessentityid,integer,PRIMARY KEY
145-555-0130,phonenumber,character varying,PRIMARY KEY
1,phonenumbertypeid,integer,PRIMARY KEY
2007-12-30 00:00:00,modifieddate,timestamp without time zone,None
101,addressid,integer,PRIMARY KEY
3243 Buckingham Dr.,addressline1,character varying,None
# 207,addressline2,character varying,None
Seattle,city,character varying,None
79,stateprovinceid,integer,None
98104,postalcode,character varying,None
<memory at 0x000001E010C02440>,spatiallocation,bytea,None
0f1f79ab-54a1-4c6c-beb7-e476e8521599,rowguid,uuid,None
2009-02-15 00:00:00,modifieddate,timestamp without time zone,None
27,purchaseorderid,integer,PRIMARY KEY
66,purchaseorderdetailid,integer,PRIMARY KEY
2011-12-29 00:00:00,duedate,timestamp without time zone,None
3,orderqty,smallint,CHECK
346,productid,integer,None
41.244,unitprice,numeric,CHECK
3.00,receivedqty,numeric,CHECK
0.00,rejectedqty,numeric,CHECK
2011-12-22 00:00:00,modifieddate,timestamp without time zone,None
41,creditcardid,integer,PRIMARY KEY
Vista,cardtype,character varying,None
11113757706549,cardnumber,character varying,None
7,expmonth,smallint,None
2008,expyear,smallint,None
2014-03-22 00:00:00,modifieddate,timestamp without time zone,None
600,businessentityid,integer,PRIMARY KEY
599,personid,integer,PRIMARY KEY
11,contacttypeid,integer,PRIMARY KEY
b8137079-d04e-40ac-9db0-921f62d19be2,rowguid,uuid,None
2017-12-13 13:21:11.850000,modifieddate,timestamp without time zone,None
43676,salesorderid,integer,PRIMARY KEY
152,salesorderdetailid,integer,PRIMARY KEY
11BA-4D19-B7,carriertrackingnumber,character varying,None
1,orderqty,smallint,CHECK
710,productid,integer,None
1,specialofferid,integer,None
5.7,unitprice,numeric,CHECK
0,unitpricediscount,numeric,CHECK
fd6828e3-d826-4a94-aa38-d335f8477c21,rowguid,uuid,None
2011-05-31 00:00:00,modifieddate,timestamp without time zone,None
83,creditcardid,integer,PRIMARY KEY
Vista,cardtype,character varying,None
11118036755505,cardnumber,character varying,None
4,expmonth,smallint,None
2008,expyear,smallint,None
2013-10-29 00:00:00,modifieddate,timestamp without time zone,None
440,businessentityid,integer,PRIMARY KEY
439,personid,integer,PRIMARY KEY
11,contacttypeid,integer,PRIMARY KEY
6f95c549-5f77-4781-ae42-c8dcd6e3801e,rowguid,uuid,None
2017-12-13 13:21:06.710000,modifieddate,timestamp without time zone,None
4,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
87,businessentityid,integer,PRIMARY KEY
2008-12-22 00:00:00,ratechangedate,timestamp without time zone,PRIMARY KEY
25,rate,numeric,CHECK
2,payfrequency,smallint,CHECK
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
344,productid,integer,PRIMARY KEY
1,locationid,smallint,PRIMARY KEY
E,shelf,character varying,None
7,bin,smallint,CHECK
358,quantity,smallint,None
000c77ab-c1d6-4f8e-a66d-ed8068140d8c,rowguid,uuid,None
2014-08-10 00:00:00,modifieddate,timestamp without time zone,None
AW,countryregioncode,character varying,PRIMARY KEY
Aruba,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
75,businessentityid,integer,PRIMARY KEY
363996959,nationalidnumber,character varying,None
adventure-works\michiko0,loginid,character varying,None
Production Technician - WC30,jobtitle,character varying,None
1982-06-27,birthdate,date,CHECK
S,maritalstatus,character,CHECK
M,gender,character,CHECK
2009-01-26,hiredate,date,CHECK
False,salariedflag,boolean,None
44,vacationhours,smallint,CHECK
42,sickleavehours,smallint,CHECK
True,currentflag,boolean,None
f359f5b6-5e18-4c62-8531-14d951911ce5,rowguid,uuid,None
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
/3/1/6/4/,organizationnode,character varying,None
134,businessentityid,integer,PRIMARY KEY
ee34da35-f687-46e2-8257-d2241465c161,rowguid,uuid,None
2017-12-13 13:20:30.820000,modifieddate,timestamp without time zone,None
63,businessentityid,integer,PRIMARY KEY
2010-01-29 00:00:00,ratechangedate,timestamp without time zone,PRIMARY KEY
12.45,rate,numeric,CHECK
1,payfrequency,smallint,CHECK
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
20,businessentityid,integer,PRIMARY KEY
85a4cf13-3dad-496b-b1f7-27b990ef7eb8,rowguid,uuid,None
2017-12-13 13:20:25.493000,modifieddate,timestamp without time zone,None
288,businessentityid,integer,PRIMARY KEY
2013-11-30 00:00:00,quotadate,timestamp without time zone,PRIMARY KEY
366000,salesquota,numeric,CHECK
a2b99573-af8a-461a-b554-f489de2fa266,rowguid,uuid,None
2013-10-16 00:00:00,modifieddate,timestamp without time zone,None
643,businessentityid,integer,PRIMARY KEY
18460,creditcardid,integer,PRIMARY KEY
2013-07-31 00:00:00,modifieddate,timestamp without time zone,None
148,businessentityid,integer,PRIMARY KEY
2009-01-14 00:00:00,ratechangedate,timestamp without time zone,PRIMARY KEY
9.5,rate,numeric,CHECK
1,payfrequency,smallint,CHECK
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
FJD,currencycode,character,PRIMARY KEY
Fiji Dollar,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
400,businessentityid,integer,PRIMARY KEY
399,personid,integer,PRIMARY KEY
15,contacttypeid,integer,PRIMARY KEY
c5b54296-1bb8-4f3f-98d0-5c574fe31af7,rowguid,uuid,None
2017-12-13 13:21:05.493000,modifieddate,timestamp without time zone,None
93,workorderid,integer,PRIMARY KEY
398,productid,integer,None
460,orderqty,integer,CHECK
0,scrappedqty,smallint,CHECK
2011-06-03 00:00:00,startdate,timestamp without time zone,CHECK
2011-06-13 00:00:00,enddate,timestamp without time zone,CHECK
2011-06-14 00:00:00,duedate,timestamp without time zone,None
,scrapreasonid,smallint,None
2011-06-13 00:00:00,modifieddate,timestamp without time zone,None
128,businessentityid,integer,PRIMARY KEY
2008-12-04 00:00:00,ratechangedate,timestamp without time zone,PRIMARY KEY
15,rate,numeric,CHECK
1,payfrequency,smallint,CHECK
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
477,businessentityid,integer,PRIMARY KEY
7293,creditcardid,integer,PRIMARY KEY
2011-08-01 00:00:00,modifieddate,timestamp without time zone,None
105,stateprovinceid,integer,PRIMARY KEY
19 ,stateprovincecode,character,None
FR,countryregioncode,character varying,None
False,isonlystateprovinceflag,boolean,None
Corr̬ze,name,character varying,None
7,territoryid,integer,None
2363831b-b0ba-4976-92fa-1930817f66c4,rowguid,uuid,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
NAD,currencycode,character,PRIMARY KEY
Namibia Dollar,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
31,stateprovinceid,integer,PRIMARY KEY
MB ,stateprovincecode,character,None
CA,countryregioncode,character varying,None
False,isonlystateprovinceflag,boolean,None
Manitoba,name,character varying,None
6,territoryid,integer,None
0ff23b5d-1e18-40f8-a886-9960ed699049,rowguid,uuid,None
2014-02-08 10:17:21.587000,modifieddate,timestamp without time zone,None
458,productid,integer,PRIMARY KEY
Lock Nut 4,name,character varying,None
LN-8320,productnumber,character varying,None
False,makeflag,boolean,None
False,finishedgoodsflag,boolean,None
,color,character varying,None
1000,safetystocklevel,smallint,CHECK
750,reorderpoint,smallint,CHECK
0,standardcost,numeric,CHECK
0,listprice,numeric,CHECK
,size,character varying,None
,sizeunitmeasurecode,character,None
,weightunitmeasurecode,character,None
,weight,numeric,CHECK
0,daystomanufacture,integer,CHECK
,productline,character,CHECK
,class,character,CHECK
,style,character,CHECK
,productsubcategoryid,integer,None
,productmodelid,integer,None
2008-04-30 00:00:00,sellstartdate,timestamp without time zone,CHECK
,sellenddate,timestamp without time zone,CHECK
,discontinueddate,timestamp without time zone,None
41bd9389-8b22-4a35-9a2c-233d39ada7ea,rowguid,uuid,None
2014-02-08 10:01:36.827000,modifieddate,timestamp without time zone,None
87,customerid,integer,PRIMARY KEY
,personid,integer,None
796,storeid,integer,None
9,territoryid,integer,None
07fb8b21-fb06-49f8-8cd5-9956273cd78a,rowguid,uuid,None
2014-09-12 11:15:07.263000,modifieddate,timestamp without time zone,None
364,productid,integer,PRIMARY KEY
6,locationid,smallint,PRIMARY KEY
R,shelf,character varying,None
6,bin,smallint,CHECK
358,quantity,smallint,None
015f9608-e327-446f-b9a1-9b35386ca195,rowguid,uuid,None
2014-08-08 00:00:00,modifieddate,timestamp without time zone,None
8,departmentid,integer,PRIMARY KEY
Production Control,name,character varying,None
Manufacturing,groupname,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
13,purchaseorderid,integer,PRIMARY KEY
30,purchaseorderdetailid,integer,PRIMARY KEY
2011-12-28 00:00:00,duedate,timestamp without time zone,None
3,orderqty,smallint,CHECK
321,productid,integer,None
40.488,unitprice,numeric,CHECK
3.00,receivedqty,numeric,CHECK
0.00,rejectedqty,numeric,CHECK
2011-12-21 00:00:00,modifieddate,timestamp without time zone,None
42,businessentityid,integer,PRIMARY KEY
339712426,nationalidnumber,character varying,None
adventure-works\james0,loginid,character varying,None
Production Technician - WC60,jobtitle,character varying,None
1984-07-25,birthdate,date,CHECK
M,maritalstatus,character,CHECK
M,gender,character,CHECK
2008-12-27,hiredate,date,CHECK
False,salariedflag,boolean,None
39,vacationhours,smallint,CHECK
39,sickleavehours,smallint,CHECK
True,currentflag,boolean,None
82e52d5a-165b-4c6d-9773-c3a6b6332ecd,rowguid,uuid,None
2014-06-30 00:00:00,modifieddate,timestamp without time zone,None
/3/1/2/2/,organizationnode,character varying,None
NO,countryregioncode,character varying,PRIMARY KEY
NOK,currencycode,character,PRIMARY KEY
2014-02-08 10:17:21.510000,modifieddate,timestamp without time zone,None
98,businessentityid,integer,PRIMARY KEY
7,departmentid,smallint,PRIMARY KEY
2,shiftid,smallint,PRIMARY KEY
2009-02-11,startdate,date,"CHECK, PRIMARY KEY"
,enddate,date,CHECK
2009-02-10 00:00:00,modifieddate,timestamp without time zone,None
430,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
412,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
38,currencyrateid,integer,PRIMARY KEY
2011-06-02 00:00:00,currencyratedate,timestamp without time zone,None
USD,fromcurrencycode,character,None
SAR,tocurrencycode,character,None
3.7505,averagerate,numeric,None
3.757,endofdayrate,numeric,None
2011-06-02 00:00:00,modifieddate,timestamp without time zone,None
102,businessentityid,integer,PRIMARY KEY
121,addressid,integer,PRIMARY KEY
2,addresstypeid,integer,PRIMARY KEY
73d8c6dd-a895-4dbc-9b25-ed599d49d50f,rowguid,uuid,None
2014-09-12 11:15:06.967000,modifieddate,timestamp without time zone,None
83,businessentityid,integer,PRIMARY KEY
425-555-0117,phonenumber,character varying,PRIMARY KEY
1,phonenumbertypeid,integer,PRIMARY KEY
2010-02-05 00:00:00,modifieddate,timestamp without time zone,None
43662,salesorderid,integer,PRIMARY KEY
41,salesorderdetailid,integer,PRIMARY KEY
2E53-4802-85,carriertrackingnumber,character varying,None
1,orderqty,smallint,CHECK
732,productid,integer,None
1,specialofferid,integer,None
356.898,unitprice,numeric,CHECK
0,unitpricediscount,numeric,CHECK
48420c59-4fbd-4817-a1df-613dce40b18b,rowguid,uuid,None
2011-05-31 00:00:00,modifieddate,timestamp without time zone,None
4,addresstypeid,integer,PRIMARY KEY
Primary,name,character varying,None
24cb3088-4345-47c4-86c5-17b535133d1e,rowguid,uuid,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
43786,salesorderid,integer,PRIMARY KEY
5,salesreasonid,integer,PRIMARY KEY
2011-06-21 00:00:00,modifieddate,timestamp without time zone,None
26,creditcardid,integer,PRIMARY KEY
Distinguish,cardtype,character varying,None
55554195847998,cardnumber,character varying,None
11,expmonth,smallint,None
2008,expyear,smallint,None
2013-08-27 00:00:00,modifieddate,timestamp without time zone,None
1526,businessentityid,integer,PRIMARY KEY
INTERNAT0002,accountnumber,character varying,None
International Bicycles,name,character varying,None
1,creditrating,smallint,CHECK
True,preferredvendorstatus,boolean,None
True,activeflag,boolean,None
,purchasingwebserviceurl,character varying,None
2012-01-25 00:00:00,modifieddate,timestamp without time zone,None
GR,countryregioncode,character varying,PRIMARY KEY
Greece,name,character varying,None
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
1574,businessentityid,integer,PRIMARY KEY
JEFFSSP0001,accountnumber,character varying,None
Jeff's Sporting Goods,name,character varying,None
1,creditrating,smallint,CHECK
True,preferredvendorstatus,boolean,None
True,activeflag,boolean,None
,purchasingwebserviceurl,character varying,None
2011-12-24 00:00:00,modifieddate,timestamp without time zone,None
288,businessentityid,integer,PRIMARY KEY
8,territoryid,integer,PRIMARY KEY
2013-05-30 00:00:00,startdate,timestamp without time zone,"CHECK, PRIMARY KEY"
,enddate,timestamp without time zone,CHECK
3e1360cb-32e0-4286-8d98-8539f1ab2550,rowguid,uuid,None
2013-05-23 00:00:00,modifieddate,timestamp without time zone,None
131,addressid,integer,PRIMARY KEY
504 O St.,addressline1,character varying,None
,addressline2,character varying,None
Edmonds,city,character varying,None
79,stateprovinceid,integer,None
98020,postalcode,character varying,None
<memory at 0x000001E010BE1180>,spatiallocation,bytea,None
e858bee0-02ad-4bab-bc2b-6a66dd046e7b,rowguid,uuid,None
2013-12-31 00:00:00,modifieddate,timestamp without time zone,None
140,businessentityid,integer,PRIMARY KEY
7,departmentid,smallint,PRIMARY KEY
1,shiftid,smallint,PRIMARY KEY
2010-01-22,startdate,date,"CHECK, PRIMARY KEY"
,enddate,date,CHECK
2010-01-21 00:00:00,modifieddate,timestamp without time zone,None
PT,countryregioncode,character varying,PRIMARY KEY
EUR,currencycode,character,PRIMARY KEY
2008-04-30 00:00:00,modifieddate,timestamp without time zone,None
402,productid,integer,PRIMARY KEY
1648,businessentityid,integer,PRIMARY KEY
15,averageleadtime,integer,CHECK
45.21,standardprice,numeric,CHECK
47.4705,lastreceiptcost,numeric,CHECK
2011-08-26 00:00:00,lastreceiptdate,timestamp without time zone,None
1,minorderqty,integer,CHECK
5,maxorderqty,integer,CHECK
3,onorderqty,integer,CHECK
CTN,unitmeasurecode,character,None
2011-08-26 00:00:00,modifieddate,timestamp without time zone,None
316,productid,integer,PRIMARY KEY
10,locationid,smallint,PRIMARY KEY
B,shelf,character varying,None
1,bin,smallint,CHECK
388,quantity,smallint,None
cb2a24d7-9b70-4140-8836-9eb7592621d3,rowguid,uuid,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
275,businessentityid,integer,PRIMARY KEY
2011-05-31 00:00:00,quotadate,timestamp without time zone,PRIMARY KEY
367000,salesquota,numeric,CHECK
5f7e9647-3f08-49b0-a4a4-90257fc78197,rowguid,uuid,None
2011-04-16 00:00:00,modifieddate,timestamp without time zone,None
78,creditcardid,integer,PRIMARY KEY
SuperiorCard,cardtype,character varying,None
33335304638114,cardnumber,character varying,None
8,expmonth,smallint,None
2008,expyear,smallint,None
2014-01-25 00:00:00,modifieddate,timestamp without time zone,None
60,businessentityid,integer,PRIMARY KEY
46ad6f6a-1e17-484d-9d2b-639cbeea54e6,rowguid,uuid,None
2017-12-13 13:20:27.400000,modifieddate,timestamp without time zone,None
348,productid,integer,PRIMARY KEY
50,locationid,smallint,PRIMARY KEY
S,shelf,character varying,None
8,bin,smallint,CHECK
251,quantity,smallint,None
0d8fe9aa-d64a-4842-9856-42aad33de485,rowguid,uuid,None
2014-08-12 00:00:00,modifieddate,timestamp without time zone,None
436,productid,integer,PRIMARY KEY
1,productphotoid,integer,PRIMARY KEY
True,primary,boolean,None
2008-03-31 00:00:00,modifieddate,timestamp without time zone,None
126,businessentityid,integer,PRIMARY KEY
15,departmentid,smallint,PRIMARY KEY
1,shiftid,smallint,PRIMARY KEY
2009-02-26,startdate,date,"CHECK, PRIMARY KEY"
,enddate,date,CHECK
2009-02-25 00:00:00,modifieddate,timestamp without time zone,None
9,addressid,integer,PRIMARY KEY
8713 Yosemite Ct.,addressline1,character varying,None
